FID,ASS,Name,Kurzname,Haltestellenbereich,Koordinate,Betriebsbereich,Linien
haltestellen.fid-62cca9c6_1651d8457bd_67ee,4912,Bf Deutz/LANXESS arena,BDK,49,POINT (6.9781826217 50.9386538595),STRAB,3 4
haltestellen.fid-62cca9c6_1651d8457bd_67ef,4921,Bf Deutz/LANXESS arena,BDK,49,POINT (6.9782481626 50.9382914675),BUS,153 196
haltestellen.fid-62cca9c6_1651d8457bd_67f0,4922,Bf Deutz/LANXESS arena,BDK,49,POINT (6.9782773476 50.9384127589),BUS,153 196
haltestellen.fid-62cca9c6_1651d8457bd_67f1,5121,Im Rheinpark,IRP,51,POINT (6.9750671091 50.9457966518),BUS,150 260
haltestellen.fid-62cca9c6_1651d8457bd_67f2,5122,Im Rheinpark,IRP,51,POINT (6.9751749 50.9457666836),BUS,150 260
haltestellen.fid-62cca9c6_1651d8457bd_67f3,5211,Pohligstr.,POH,52,POINT (6.9415800881 50.9166833148),STRAB,12
haltestellen.fid-62cca9c6_1651d8457bd_67f4,5212,Pohligstr.,POH,52,POINT (6.9413176108 50.9162412262),STRAB,12
haltestellen.fid-62cca9c6_1651d8457bd_67f5,5221,Pohligstr.,POH,52,POINT (6.9411110781 50.9172166499),BUS,142
haltestellen.fid-62cca9c6_1651d8457bd_67f6,5223,Pohligstr.,POH,52,POINT (6.9408886405 50.9171825067),BUS,142
haltestellen.fid-62cca9c6_1651d8457bd_67f7,5311,Herthastr.,HTH,53,POINT (6.9408740165 50.9132147158),STRAB,12
haltestellen.fid-62cca9c6_1651d8457bd_67f8,5312,Herthastr.,HTH,53,POINT (6.9407309881 50.9127035017),STRAB,12
haltestellen.fid-62cca9c6_1651d8457bd_67f9,5411,Gottesweg,GOW,54,POINT (6.9415393127 50.9102247633),STRAB,12
haltestellen.fid-62cca9c6_1651d8457bd_67fa,5412,Gottesweg,GOW,54,POINT (6.9412935914 50.9098067132),STRAB,12
haltestellen.fid-62cca9c6_1651d8457bd_67fb,5421,Gottesweg,GOW,54,POINT (6.941316557 50.9109432182),BUS,131
haltestellen.fid-62cca9c6_1651d8457bd_67fc,5422,Gottesweg,GOW,54,POINT (6.9409232163 50.9110043626),BUS,131
haltestellen.fid-62cca9c6_1651d8457bd_67fd,5611,Zollstockgürtel,HGW,56,POINT (6.942062005 50.9057734927),STRAB,12
haltestellen.fid-62cca9c6_1651d8457bd_67fe,5612,Zollstockgürtel,HGW,56,POINT (6.9421167487 50.9052547046),STRAB,12
haltestellen.fid-62cca9c6_1651d8457bd_67ff,5621,Zollstockgürtel,HGW,56,POINT (6.9438970936 50.904730535),BUS,130 131
haltestellen.fid-62cca9c6_1651d8457bd_6800,5622,Zollstockgürtel,HGW,56,POINT (6.943701944 50.9049144382),BUS,130 131
haltestellen.fid-62cca9c6_1651d8457bd_6801,5711,Zollstock Südfriedhof,ZSF,57,POINT (6.9441276793 50.9009756255),STRAB,12
haltestellen.fid-62cca9c6_1651d8457bd_6802,5712,Zollstock Südfriedhof,ZSF,57,POINT (6.9448572412 50.9008447539),STRAB,12
haltestellen.fid-62cca9c6_1651d8457bd_6803,5721,Zollstock Südfriedhof,ZSF,57,POINT (6.9443310696 50.9010110464),BUS,131 138
haltestellen.fid-62cca9c6_1651d8457bd_6804,5722,Zollstock Südfriedhof,ZSF,57,POINT (6.9463081726 50.9005943651),BUS,131 133
haltestellen.fid-62cca9c6_1651d8457bd_6805,5723,Zollstock Südfriedhof,ZSF,57,POINT (6.9443310696 50.9010110464),BUS,133 138
haltestellen.fid-62cca9c6_1651d8457bd_6806,5821,Zollstocksweg,ZSW,58,POINT (6.9458054924 50.9088278205),BUS,131
haltestellen.fid-62cca9c6_1651d8457bd_6807,5822,Zollstocksweg,ZSW,58,POINT (6.9455144809 50.908975593),BUS,131
haltestellen.fid-62cca9c6_1651d8457bd_6808,5921,Roisdorfer Str.,RDS,59,POINT (6.9456246177 50.9053049938),BUS,131
haltestellen.fid-62cca9c6_1651d8457bd_6809,5922,Roisdorfer Str.,RDS,59,POINT (6.9454610914 50.9059305138),BUS,131
haltestellen.fid-62cca9c6_1651d8457bd_680a,6021,Kendenicher Str.,KDS,60,POINT (6.937238763 50.9018305262),BUS,131 138
haltestellen.fid-62cca9c6_1651d8457bd_680b,6022,Kendenicher Str.,KDS,60,POINT (6.9373221759 50.9017582511),BUS,131 138
haltestellen.fid-62cca9c6_1651d8457bd_680c,6023,Kendenicher Str.,KDS,60,POINT (6.9369644196 50.902222575),BUS,131
haltestellen.fid-62cca9c6_1651d8457bd_680d,6024,Kendenicher Str.,KDS,60,POINT (6.936663476 50.9016913848),BUS,131 138
haltestellen.fid-62cca9c6_1651d8457bd_680e,6121,Oberer Komarweg,OKW,61,POINT (6.9314030285 50.8985546518),BUS,131 138
haltestellen.fid-62cca9c6_1651d8457bd_680f,6122,Oberer Komarweg,OKW,61,POINT (6.9319395827 50.8987963826),BUS,138
haltestellen.fid-62cca9c6_1651d8457bd_6810,6221,Brüggener Str.,BGG,62,POINT (6.9392863685 50.9052207713),BUS,131
haltestellen.fid-62cca9c6_1651d8457bd_6811,6222,Brüggener Str.,BGG,62,POINT (6.9391268897 50.9051215414),BUS,131
haltestellen.fid-62cca9c6_1651d8457bd_6812,6321,Bernkasteler Str.,BKA,63,POINT (6.9367102159 50.9066977316),BUS,130
haltestellen.fid-62cca9c6_1651d8457bd_6813,6322,Bernkasteler Str.,BKA,63,POINT (6.9374727719 50.9063635987),BUS,130
haltestellen.fid-62cca9c6_1651d8457bd_6814,6421,Rheinsteinstr.,REI,64,POINT (6.9596916524 50.9070721686),BUS,133
haltestellen.fid-62cca9c6_1651d8457bd_6815,6422,Rheinsteinstr.,REI,64,POINT (6.9598241654 50.9073110222),BUS,133
haltestellen.fid-62cca9c6_1651d8457bd_6816,6511,Schönhauser Str.,SHS,65,POINT (6.9717962172 50.9145492339),STRAB,16 17
haltestellen.fid-62cca9c6_1651d8457bd_6817,6512,Schönhauser Str.,SHS,65,POINT (6.9720305271 50.9141436385),STRAB,16 17
haltestellen.fid-62cca9c6_1651d8457bd_6818,6623,Marktstr.,BNT,66,POINT (6.9625082375 50.9118349353),BUS,132 133
haltestellen.fid-62cca9c6_1651d8457bd_6819,6624,Marktstr.,BNT,66,POINT (6.9619949299 50.9120668271),BUS,132 133
haltestellen.fid-62cca9c6_1651d8457bd_681a,6721,Koblenzer Str.,KBS,67,POINT (6.9674888485 50.9124277673),BUS,106
haltestellen.fid-62cca9c6_1651d8457bd_681b,6722,Koblenzer Str.,KBS,67,POINT (6.9663416369 50.9127999129),BUS,106
haltestellen.fid-62cca9c6_1651d8457bd_681c,6821,Tacitusstr.,TAC,68,POINT (6.9697665959 50.9092999774),BUS,106
haltestellen.fid-62cca9c6_1651d8457bd_681d,6822,Tacitusstr.,TAC,68,POINT (6.9693999767 50.909856341),BUS,106
haltestellen.fid-62cca9c6_1651d8457bd_681e,6921,Mannsfeld,MAN,69,POINT (6.9629166291 50.9097443503),BUS,132
haltestellen.fid-62cca9c6_1651d8457bd_681f,6922,Mannsfeld,MAN,69,POINT (6.9628420627 50.9096146173),BUS,132
haltestellen.fid-62cca9c6_1651d8457bd_6820,6923,Mannsfeld,MAN,69,POINT (6.9618120917 50.9095343979),BUS,133
haltestellen.fid-62cca9c6_1651d8457bd_6821,6924,Mannsfeld,MAN,69,POINT (6.9621249122 50.9099999833),BUS,133
haltestellen.fid-62cca9c6_1651d8457bd_6822,7021,Cäsarstr.,CAE,70,POINT (6.963769367 50.9069301408),BUS,132
haltestellen.fid-62cca9c6_1651d8457bd_6823,7022,Cäsarstr.,CAE,70,POINT (6.963934453 50.9057548327),BUS,132
haltestellen.fid-62cca9c6_1651d8457bd_6824,7121,Leichweg,LCH,71,POINT (6.949077636 50.9042895249),BUS,130
haltestellen.fid-62cca9c6_1651d8457bd_6825,7122,Leichweg,LCH,71,POINT (6.9490993741 50.9040991479),BUS,130
haltestellen.fid-62cca9c6_1651d8457bd_6826,7221,Liblarer Str.,LIB,72,POINT (6.9522320907 50.9003602936),BUS,131 133
haltestellen.fid-62cca9c6_1651d8457bd_6827,7223,Liblarer Str.,LIB,72,POINT (6.9512424068 50.9003296127),BUS,131 133
haltestellen.fid-62cca9c6_1651d8457bd_6828,7321,Heeresamt,HER,73,POINT (6.9514443138 50.8974893086),BUS,131
haltestellen.fid-62cca9c6_1651d8457bd_6829,7322,Heeresamt,HER,73,POINT (6.9513546059 50.8976732766),BUS,131
haltestellen.fid-62cca9c6_1651d8457bd_682a,7421,Brühler Str./Gürtel,BSG,74,POINT (6.957963805 50.9038443797),BUS,130
haltestellen.fid-62cca9c6_1651d8457bd_682b,7422,Brühler Str./Gürtel,BSG,74,POINT (6.9582014765 50.9036332261),BUS,130
haltestellen.fid-62cca9c6_1651d8457bd_682c,7423,Brühler Str./Gürtel,BSG,74,POINT (6.9576260354 50.904681819),BUS,133
haltestellen.fid-62cca9c6_1651d8457bd_682d,7424,Brühler Str./Gürtel,BSG,74,POINT (6.9576782597 50.9048502877),BUS,133
haltestellen.fid-62cca9c6_1651d8457bd_682e,7521,Wasserwerk,WSW,75,POINT (6.9664685175 50.8886668792),BUS,132
haltestellen.fid-62cca9c6_1651d8457bd_682f,7522,Wasserwerk,WSW,75,POINT (6.9664874376 50.8885230378),BUS,132
haltestellen.fid-62cca9c6_1651d8457bd_6830,7611,Bayenthalgürtel,OBU,76,POINT (6.9780972632 50.9065907764),STRAB,16 17
haltestellen.fid-62cca9c6_1651d8457bd_6831,7612,Bayenthalgürtel,OBU,76,POINT (6.9776831036 50.9069767191),STRAB,16 17
haltestellen.fid-62cca9c6_1651d8457bd_6832,7621,Bayenthalgürtel,OBU,76,POINT (6.9759201111 50.9062061481),BUS,130
haltestellen.fid-62cca9c6_1651d8457bd_6833,7622,Bayenthalgürtel,OBU,76,POINT (6.9764055526 50.9060560955),BUS,130
haltestellen.fid-62cca9c6_1651d8457bd_6834,7821,Goltsteinstr./Gürtel,GTS,78,POINT (6.971767868 50.9042922225),BUS,106
haltestellen.fid-62cca9c6_1651d8457bd_6835,7822,Goltsteinstr./Gürtel,GTS,78,POINT (6.9713679771 50.9048596161),BUS,106
haltestellen.fid-62cca9c6_1651d8457bd_6836,7823,Goltsteinstr./Gürtel,GTS,78,POINT (6.9708392728 50.9046339442),BUS,130
haltestellen.fid-62cca9c6_1651d8457bd_6837,7824,Goltsteinstr./Gürtel,GTS,78,POINT (6.9720274281 50.9046560352),BUS,130
haltestellen.fid-62cca9c6_1651d8457bd_6838,7921,Marienburger Str.,MBU,79,POINT (6.9739027544 50.9009466476),BUS,106
haltestellen.fid-62cca9c6_1651d8457bd_6839,7922,Marienburger Str.,MBU,79,POINT (6.9735913749 50.9013996553),BUS,106
haltestellen.fid-62cca9c6_1651d8457bd_683a,8021,Marienburg Südpark,MBG,80,POINT (6.9755835088 50.8983650948),BUS,106
haltestellen.fid-62cca9c6_1651d8457bd_683b,8022,Marienburg Südpark,MBG,80,POINT (6.9756272604 50.898359738),BUS,106
haltestellen.fid-62cca9c6_1651d8457bd_683c,8121,Bonner Str./Gürtel,BOG,81,POINT (6.9645313858 50.9043443139),BUS,132
haltestellen.fid-62cca9c6_1651d8457bd_683d,8122,Bonner Str./Gürtel,BOG,81,POINT (6.96434439 50.9043138911),BUS,132
haltestellen.fid-62cca9c6_1651d8457bd_683e,8123,Bonner Str./Gürtel,BOG,81,POINT (6.9648987839 50.9038649656),BUS,130
haltestellen.fid-62cca9c6_1651d8457bd_683f,8124,Bonner Str./Gürtel,BOG,81,POINT (6.9655841954 50.9036893948),BUS,130
haltestellen.fid-62cca9c6_1651d8457bd_6840,8221,Gaedestr.,GAE,82,POINT (6.9653526871 50.9013721517),BUS,132
haltestellen.fid-62cca9c6_1651d8457bd_6841,8222,Gaedestr.,GAE,82,POINT (6.9653576301 50.9005182757),BUS,132
haltestellen.fid-62cca9c6_1651d8457bd_6842,8321,Leyboldstr.,LBD,83,POINT (6.9661012968 50.8986785137),BUS,132
haltestellen.fid-62cca9c6_1651d8457bd_6843,8322,Leyboldstr.,LBD,83,POINT (6.9662063991 50.8971543652),BUS,132
haltestellen.fid-62cca9c6_1651d8457bd_6844,8421,Arnoldshöhe,ANH,84,POINT (6.966835864 50.895642411),BUS,132
haltestellen.fid-62cca9c6_1651d8457bd_6845,8422,Arnoldshöhe,ANH,84,POINT (6.9666826346 50.8948539516),BUS,132
haltestellen.fid-62cca9c6_1651d8457bd_6846,8521,Am Kölnberg,AKB,85,POINT (6.9277999564 50.862611084),BUS,132 192
haltestellen.fid-62cca9c6_1651d8457bd_6847,8522,Am Kölnberg,AKB,85,POINT (6.9276741207 50.8626702773),BUS,132 192
haltestellen.fid-62cca9c6_1651d8457bd_6848,8621,Meschenich Kirche,MSK,86,POINT (6.9276868113 50.861166362),BUS,135 192
haltestellen.fid-62cca9c6_1651d8457bd_6849,8622,Meschenich Kirche,MSK,86,POINT (6.926886889 50.8603239017),BUS,132
haltestellen.fid-62cca9c6_1651d8457bd_684a,8624,Meschenich Kirche,MSK,86,POINT (6.9273624198 50.8603035701),BUS,135 192
haltestellen.fid-62cca9c6_1651d8457bd_684b,8722,Engeldorfer Str.,EDS,87,POINT (6.9284948586 50.8589568787),BUS,132
haltestellen.fid-62cca9c6_1651d8457bd_684c,8821,Frankenstr.,FRS,88,POINT (6.9279166995 50.8531832223),BUS,132
haltestellen.fid-62cca9c6_1651d8457bd_684d,8822,Frankenstr.,FRS,88,POINT (6.9279166995 50.8531832223),BUS,132
haltestellen.fid-62cca9c6_1651d8457bd_684e,8921,Engeldorfer Hof,EDH,89,POINT (6.9211680326 50.8538002121),BUS,132
haltestellen.fid-62cca9c6_1651d8457bd_684f,9021,Kettelerstr.,KET,90,POINT (6.9320685556 50.8611049746),BUS,135
haltestellen.fid-62cca9c6_1651d8457bd_6850,9022,Kettelerstr.,KET,90,POINT (6.9321046972 50.8610621747),BUS,135
haltestellen.fid-62cca9c6_1651d8457bd_6851,9121,Josef-Lammerting-Allee,JLA,91,POINT (6.8872862683 50.9451796377),BUS,140 141
haltestellen.fid-62cca9c6_1651d8457bd_6852,9122,Josef-Lammerting-Allee,JLA,91,POINT (6.8875749872 50.9458860223),BUS,140 141
haltestellen.fid-62cca9c6_1651d8457bd_6853,9221,Höningen Rondorfer Weg,HOE,92,POINT (6.937034098 50.8803582167),BUS,131
haltestellen.fid-62cca9c6_1651d8457bd_6854,9222,Höningen Rondorfer Weg,HOE,92,POINT (6.9367165762 50.8800443826),BUS,131
haltestellen.fid-62cca9c6_1651d8457bd_6855,9321,Höningen Siedlung,HOS,93,POINT (6.9393329617 50.8834274315),BUS,131
haltestellen.fid-62cca9c6_1651d8457bd_6856,9322,Höningen Siedlung,HOS,93,POINT (6.9396485732 50.8840432382),BUS,131
haltestellen.fid-62cca9c6_1651d8457bd_6857,9421,Bonner Landstr.,BLD,94,POINT (6.9699174046 50.8833055419),BUS,131
haltestellen.fid-62cca9c6_1651d8457bd_6858,9422,Bonner Landstr.,BLD,94,POINT (6.9693359852 50.8828821589),BUS,131
haltestellen.fid-62cca9c6_1651d8457bd_6859,9521,Hochkirchen,HOC,95,POINT (6.9627405492 50.8788521774),BUS,131 132
haltestellen.fid-62cca9c6_1651d8457bd_685a,9522,Hochkirchen,HOC,95,POINT (6.963202719 50.879138875),BUS,131 132
haltestellen.fid-62cca9c6_1651d8457bd_685b,9621,Lerchenweg,LER,96,POINT (6.9613138266 50.8779305725),BUS,131 132
haltestellen.fid-62cca9c6_1651d8457bd_685c,9622,Lerchenweg,LER,96,POINT (6.9602746524 50.8772763667),BUS,131 132
haltestellen.fid-62cca9c6_1651d8457bd_685d,9721,Rondorf,RON,97,POINT (6.9549993875 50.8739227693),BUS,131 132
haltestellen.fid-62cca9c6_1651d8457bd_685e,9722,Rondorf,RON,97,POINT (6.954687734 50.8737977783),BUS,131 132
haltestellen.fid-62cca9c6_1651d8457bd_685f,9821,Bödinger Str.,BOE,98,POINT (6.9506359702 50.8744860354),BUS,131 132
haltestellen.fid-62cca9c6_1651d8457bd_6860,9822,Bödinger Str.,BOE,98,POINT (6.9510360115 50.8742777479),BUS,131 132
haltestellen.fid-62cca9c6_1651d8457bd_6861,9921,Westerwaldstr.,WWS,99,POINT (6.946751656 50.8720638718),BUS,132
haltestellen.fid-62cca9c6_1651d8457bd_6862,9922,Westerwaldstr.,WWS,99,POINT (6.9470682419 50.8723055316),BUS,132
haltestellen.fid-62cca9c6_1651d8457bd_6863,10121,Am Steinneuerhof,ASH,101,POINT (6.9389232848 50.8765613824),BUS,131
haltestellen.fid-62cca9c6_1651d8457bd_6864,10122,Am Steinneuerhof,ASH,101,POINT (6.9381963463 50.8766893835),BUS,131
haltestellen.fid-62cca9c6_1651d8457bd_6865,10221,Friedhof Steinneuerhof,FSH,102,POINT (6.9374509737 50.8734618887),BUS,131
haltestellen.fid-62cca9c6_1651d8457bd_6866,10321,Kirschbaumweg,KIR,103,POINT (6.9934590974 50.8727822829),BUS,135
haltestellen.fid-62cca9c6_1651d8457bd_6867,10322,Kirschbaumweg,KIR,103,POINT (6.9934921982 50.872772779),BUS,135
haltestellen.fid-62cca9c6_1651d8457bd_6868,10421,Mannesmannstr.,MMS,104,POINT (6.9912199153 50.8687171309),BUS,135
haltestellen.fid-62cca9c6_1651d8457bd_6869,10422,Mannesmannstr.,MMS,104,POINT (6.9914390555 50.8688532027),BUS,135
haltestellen.fid-62cca9c6_1651d8457bd_686a,10521,Hahnwald,HAH,105,POINT (6.9781305245 50.8699721475),BUS,135
haltestellen.fid-62cca9c6_1651d8457bd_686b,10522,Hahnwald,HAH,105,POINT (6.9786305956 50.8697805192),BUS,135
haltestellen.fid-62cca9c6_1651d8457bd_686c,10611,Rodenkirchen Bf,BRK,106,POINT (6.9900822811 50.890972149),STRAB,16 17
haltestellen.fid-62cca9c6_1651d8457bd_686d,10612,Rodenkirchen Bf,BRK,106,POINT (6.9901916297 50.8906748987),STRAB,16 17
haltestellen.fid-62cca9c6_1651d8457bd_686e,10623,Rodenkirchen Bf,BRK,106,POINT (6.9903506695 50.8911193229),BUS,130 131 135
haltestellen.fid-62cca9c6_1651d8457bd_686f,10624,Rodenkirchen Bf,BRK,106,POINT (6.9903506695 50.8911193229),BUS,130 131 135
haltestellen.fid-62cca9c6_1651d8457bd_6870,10625,Rodenkirchen Bf,BRK,106,POINT (6.9903506695 50.8911193229),BUS,130 131 135
haltestellen.fid-62cca9c6_1651d8457bd_6871,10626,Rodenkirchen Bf,BRK,106,POINT (6.9903506695 50.8911193229),BUS,130 131 135
haltestellen.fid-62cca9c6_1651d8457bd_6872,10711,Siegstr.,SGS,107,POINT (6.99488326 50.8830097),STRAB,16 17
haltestellen.fid-62cca9c6_1651d8457bd_6873,10712,Siegstr.,SGS,107,POINT (6.994443284 50.8836210023),STRAB,16 17
haltestellen.fid-62cca9c6_1651d8457bd_6874,10811,Michaelshoven,MIC,108,POINT (6.9990329898 50.8761245872),STRAB,16 17
haltestellen.fid-62cca9c6_1651d8457bd_6875,10812,Michaelshoven,MIC,108,POINT (6.9991942468 50.8757449359),STRAB,16 17
haltestellen.fid-62cca9c6_1651d8457bd_6876,10921,Maternusplatz,MAT,109,POINT (6.9934724893 50.8926438867),BUS,130 131 135
haltestellen.fid-62cca9c6_1651d8457bd_6877,10922,Maternusplatz,MAT,109,POINT (6.9935932461 50.8926399371),BUS,130 131 135
haltestellen.fid-62cca9c6_1651d8457bd_6878,11021,Frankstr.,FRA,110,POINT (6.9897913082 50.8944502532),BUS,130
haltestellen.fid-62cca9c6_1651d8457bd_6879,11022,Frankstr.,FRA,110,POINT (6.9897057522 50.8947924321),BUS,130
haltestellen.fid-62cca9c6_1651d8457bd_687a,11121,Rodenkirchen Rathaus,ROD,111,POINT (6.9964034544 50.891953697),BUS,130 131 135
haltestellen.fid-62cca9c6_1651d8457bd_687b,11122,Rodenkirchen Rathaus,ROD,111,POINT (6.9968517206 50.8914487466),BUS,130 131 135
haltestellen.fid-62cca9c6_1651d8457bd_687c,11221,Grimmelshausenstr.,GRI,112,POINT (7.0024909713 50.8904260438),BUS,135
haltestellen.fid-62cca9c6_1651d8457bd_687d,11222,Grimmelshausenstr.,GRI,112,POINT (7.0019718611 50.8902888157),BUS,135
haltestellen.fid-62cca9c6_1651d8457bd_687e,11421,Uferstr.,UFS,114,POINT (7.009772183 50.8916971556),BUS,135
haltestellen.fid-62cca9c6_1651d8457bd_687f,11422,Uferstr.,UFS,114,POINT (7.009772183 50.8916971556),BUS,135
haltestellen.fid-62cca9c6_1651d8457bd_6880,11621,Siegfriedstr.,SFS,116,POINT (7.000434095 50.8885774909),BUS,130 131
haltestellen.fid-62cca9c6_1651d8457bd_6881,11622,Siegfriedstr.,SFS,116,POINT (7.0003109656 50.888494347),BUS,130 131
haltestellen.fid-62cca9c6_1651d8457bd_6882,11623,Siegfriedstr.,SFS,116,POINT (6.9988193253 50.8882805367),BUS,135
haltestellen.fid-62cca9c6_1651d8457bd_6883,11624,Siegfriedstr.,SFS,116,POINT (6.9992082228 50.8884527808),BUS,135
haltestellen.fid-62cca9c6_1651d8457bd_6884,11721,Grüngürtelstr.,GGS,117,POINT (7.0049555875 50.8849932396),BUS,130 131
haltestellen.fid-62cca9c6_1651d8457bd_6885,11722,Grüngürtelstr.,GGS,117,POINT (7.0058980506 50.8845446398),BUS,130 131
haltestellen.fid-62cca9c6_1651d8457bd_6886,11821,Richard-Wagner-Str.,RWS,118,POINT (7.0107443845 50.8827735579),BUS,130 131
haltestellen.fid-62cca9c6_1651d8457bd_6887,11822,Richard-Wagner-Str.,RWS,118,POINT (7.0119801738 50.8820780836),BUS,130 131
haltestellen.fid-62cca9c6_1651d8457bd_6888,11921,Adolf-Menzel-Str.,ADM,119,POINT (7.0155509635 50.8805441765),BUS,130 131
haltestellen.fid-62cca9c6_1651d8457bd_6889,11922,Adolf-Menzel-Str.,ADM,119,POINT (7.0162652047 50.8802427977),BUS,130 131
haltestellen.fid-62cca9c6_1651d8457bd_688a,12021,Konrad-Adenauer-Str.,KOS,120,POINT (6.9861962886 50.8905016922),BUS,131
haltestellen.fid-62cca9c6_1651d8457bd_688b,12022,Konrad-Adenauer-Str.,KOS,120,POINT (6.9859512807 50.8903930458),BUS,131
haltestellen.fid-62cca9c6_1651d8457bd_688c,12121,Schwabenstr.,SCW,121,POINT (6.9898062959 50.8866521709),BUS,135
haltestellen.fid-62cca9c6_1651d8457bd_688d,12122,Schwabenstr.,SCW,121,POINT (6.9897541937 50.8871027621),BUS,135
haltestellen.fid-62cca9c6_1651d8457bd_688e,12221,Schillingsrotter Str.,SIL,122,POINT (6.9896360406 50.8843585163),BUS,135
haltestellen.fid-62cca9c6_1651d8457bd_688f,12222,Schillingsrotter Str.,SIL,122,POINT (6.9899193831 50.884689153),BUS,135
haltestellen.fid-62cca9c6_1651d8457bd_6890,12321,Am Neuen Forst,ANF,123,POINT (6.9948704662 50.8753574604),BUS,135
haltestellen.fid-62cca9c6_1651d8457bd_6891,12322,Am Neuen Forst,ANF,123,POINT (6.995236627 50.8756227738),BUS,135
haltestellen.fid-62cca9c6_1651d8457bd_6892,12411,Sürth Bf,SUT,124,POINT (7.0035671299 50.8642452549),STRAB,16 17
haltestellen.fid-62cca9c6_1651d8457bd_6893,12412,Sürth Bf,SUT,124,POINT (7.0034071126 50.8641220895),STRAB,16 17
haltestellen.fid-62cca9c6_1651d8457bd_6894,12421,Sürth Bf,SUT,124,POINT (7.0042804864 50.8646027317),BUS,130 131
haltestellen.fid-62cca9c6_1651d8457bd_6895,12422,Sürth Bf,SUT,124,POINT (7.0042804864 50.8646027317),BUS,130 131
haltestellen.fid-62cca9c6_1651d8457bd_6896,12521,Wesselinger Str.,WLI,125,POINT (7.0045601805 50.8603891453),BUS,130 131
haltestellen.fid-62cca9c6_1651d8457bd_6897,12621,Marktplatz Sürth,MAP,126,POINT (7.0071682917 50.8620066515),BUS,130 131
haltestellen.fid-62cca9c6_1651d8457bd_6898,12622,Marktplatz Sürth,MAP,126,POINT (7.0078618501 50.8623116942),BUS,130 131
haltestellen.fid-62cca9c6_1651d8457bd_6899,12721,Kölnstr.,KST,127,POINT (7.0114384954 50.8644346296),BUS,130 131
haltestellen.fid-62cca9c6_1651d8457bd_689a,12722,Kölnstr.,KST,127,POINT (7.0120555797 50.864898523),BUS,130 131
haltestellen.fid-62cca9c6_1651d8457bd_689b,12821,Ernst-Volland-Str.,EVS,128,POINT (7.0177398981 50.8676841111),BUS,130 131
haltestellen.fid-62cca9c6_1651d8457bd_689c,12822,Ernst-Volland-Str.,EVS,128,POINT (7.0180124109 50.868078082),BUS,130 131
haltestellen.fid-62cca9c6_1651d8457bd_689d,12921,Hammerschmidtstr.,HAM,129,POINT (7.021237078 50.8709885221),BUS,130 131
haltestellen.fid-62cca9c6_1651d8457bd_689e,12922,Hammerschmidtstr.,HAM,129,POINT (7.0213080041 50.871122743),BUS,130 131
haltestellen.fid-62cca9c6_1651d8457bd_689f,13021,Ritterstr.,RIT,130,POINT (7.0238824533 50.8724613873),BUS,130 131
haltestellen.fid-62cca9c6_1651d8457bd_68a0,13022,Ritterstr.,RIT,130,POINT (7.0249524038 50.8730549251),BUS,130 131
haltestellen.fid-62cca9c6_1651d8457bd_68a1,13121,Weißer Hauptstr.,WHS,131,POINT (7.0296706822 50.8756860478),BUS,130 131
haltestellen.fid-62cca9c6_1651d8457bd_68a2,13122,Weißer Hauptstr.,WHS,131,POINT (7.0291849606 50.8753827593),BUS,130 131
haltestellen.fid-62cca9c6_1651d8457bd_68a3,13221,Weiß Friedhof,WEF,132,POINT (7.026742977 50.8773582524),BUS,130 131
haltestellen.fid-62cca9c6_1651d8457bd_68a4,13222,Weiß Friedhof,WEF,132,POINT (7.0269827803 50.8772138203),BUS,130 131
haltestellen.fid-62cca9c6_1651d8457bd_68a5,13321,Zum Hedelsberg,ZHE,133,POINT (7.0207915694 50.8790749205),BUS,130 131
haltestellen.fid-62cca9c6_1651d8457bd_68a6,13322,Zum Hedelsberg,ZHE,133,POINT (7.0213968919 50.8789841861),BUS,130 131
haltestellen.fid-62cca9c6_1651d8457bd_68a7,13411,Godorf Bf,BFG,134,POINT (6.9785506227 50.8473892093),STRAB,16
haltestellen.fid-62cca9c6_1651d8457bd_68a8,13412,Godorf Bf,BFG,134,POINT (6.9781526107 50.8468327866),STRAB,16
haltestellen.fid-62cca9c6_1651d8457bd_68a9,13421,Godorf Bf,BFG,134,POINT (6.978555538 50.8478341311),BUS,135
haltestellen.fid-62cca9c6_1651d8457bd_68aa,13422,Godorf Bf,BFG,134,POINT (6.978555538 50.8478341311),BUS,135
haltestellen.fid-62cca9c6_1651d8457bd_68ab,13521,Pierstr.,PIE,135,POINT (6.9757068093 50.8490652811),BUS,135
haltestellen.fid-62cca9c6_1651d8457bd_68ac,13522,Pierstr.,PIE,135,POINT (6.9757027227 50.8491038838),BUS,135
haltestellen.fid-62cca9c6_1651d8457bd_68ad,13621,Otto-Hahn-Str.,OHS,136,POINT (6.9745832588 50.8585666829),BUS,135
haltestellen.fid-62cca9c6_1651d8457bd_68ae,13622,Otto-Hahn-Str.,OHS,136,POINT (6.9748164473 50.857881172),BUS,135
haltestellen.fid-62cca9c6_1651d8457bd_68af,13721,Bunsenstr.,BUN,137,POINT (6.9752143974 50.853113239),BUS,135
haltestellen.fid-62cca9c6_1651d8457bd_68b0,13722,Bunsenstr.,BUN,137,POINT (6.9753282778 50.8535314514),BUS,135
haltestellen.fid-62cca9c6_1651d8457bd_68b1,13821,Friedhof Godorf,FHG,138,POINT (6.9709498722 50.8504702277),BUS,135
